KEYWORD,MATCHING SENTENCE,PAGE URL
only,This flag is currently defined only for TCP-based IOStreams.,https://www.tornadoweb.org/en/stable/iostream.html
should,"close_fd is called by BaseIOStream and should not be called
elsewhere; other users should call close instead.",https://www.tornadoweb.org/en/stable/iostream.html
should,"This method is called after the IOLoop has signaled an error on the
file descriptor, and should return an Exception (such as socket.",https://www.tornadoweb.org/en/stable/iostream.html
only,"May only be called if the socket passed to the constructor was
not previously connected.",https://www.tornadoweb.org/en/stable/iostream.html
note,Note that it is safe to call IOStream.,https://www.tornadoweb.org/en/stable/iostream.html
must,"This means it must generally be used
immediately after reading or writing the last clear-text
data.",https://www.tornadoweb.org/en/stable/iostream.html
should,"If the socket passed to the constructor is already connected,
it should be wrapped with:",https://www.tornadoweb.org/en/stable/iostream.html
should,"start_tls; it should not be used
with IOStream.",https://www.tornadoweb.org/en/stable/iostream.html
only,It may only be called once per stream.,https://www.tornadoweb.org/en/stable/iostream.html
only,PipeIOStream is only available on Unix-based platforms.,https://www.tornadoweb.org/en/stable/iostream.html
note,"Note that the close callback is scheduled to run after other
callbacks on the stream (to allow for buffered data to be processed),
so you may see this error before you see the close callback.",https://www.tornadoweb.org/en/stable/iostream.html
note,Release notes,https://www.tornadoweb.org/en/stable/netutil.html
note,"Note that this signature
is different from the callback(fd, events) signature used for
IOLoop handlers.",https://www.tornadoweb.org/en/stable/netutil.html
warning,"Omitting this argument will
result in a DeprecationWarning on Python 3.",https://www.tornadoweb.org/en/stable/netutil.html
warning,"Omitting this argument will
result in a DeprecationWarning on Python 3.",https://www.tornadoweb.org/en/stable/netutil.html
note,Release notes,https://www.tornadoweb.org/en/stable/tcpclient.html
note,Release notes,https://www.tornadoweb.org/en/stable/tcpserver.html
note,"Note that when using this pattern, nothing that touches the event loop
can be run before fork_processes.",https://www.tornadoweb.org/en/stable/tcpserver.html
note,"Note that when using this pattern, nothing that touches the event loop
can be run before fork_processes.",https://www.tornadoweb.org/en/stable/tcpserver.html
note,"Note that multiple processes are not compatible with the autoreload
module (or the autoreload=True option to tornado.",https://www.tornadoweb.org/en/stable/tcpserver.html
not support,Values of num_processes other than 1 are not supported on Windows.,https://www.tornadoweb.org/en/stable/tcpserver.html
note,Release notes,https://www.tornadoweb.org/en/stable/gen.html
note,Note,https://www.tornadoweb.org/en/stable/gen.html
should,"Applications that do not
require compatibility with older versions of Python should use
native coroutines instead.",https://www.tornadoweb.org/en/stable/gen.html
warning,Warning,https://www.tornadoweb.org/en/stable/gen.html
must,"You must
examine the result of the Future object, or the exception
may go unnoticed by your code.",https://www.tornadoweb.org/en/stable/gen.html
note,"Note that calling this function on its own does nothing; you must
wait on the Future it returns (usually by yielding it).",https://www.tornadoweb.org/en/stable/gen.html
must,"Note that calling this function on its own does nothing; you must
wait on the Future it returns (usually by yielding it).",https://www.tornadoweb.org/en/stable/gen.html
note,"Note that this Future will not be the same object as any of
the inputs.",https://www.tornadoweb.org/en/stable/gen.html
only,"3: This function only handles Futures, not other yieldable objects.",https://www.tornadoweb.org/en/stable/gen.html
note,Release notes,https://www.tornadoweb.org/en/stable/locks.html
warning,Warning,https://www.tornadoweb.org/en/stable/locks.html
note,"Note that these primitives are not actually thread-safe and cannot
be used in place of those from the standard library’s threading
module–they are meant to coordinate Tornado coroutines in a
single-threaded app, not to protect shared objects in a
multithreaded app.",https://www.tornadoweb.org/en/stable/locks.html
note,Release notes,https://www.tornadoweb.org/en/stable/queues.html
warning,Warning,https://www.tornadoweb.org/en/stable/queues.html
note,Note,https://www.tornadoweb.org/en/stable/queues.html
note,Release notes,https://www.tornadoweb.org/en/stable/process.html
note,"Note that multiple processes are not compatible with the autoreload
module (or the autoreload=True option to tornado.",https://www.tornadoweb.org/en/stable/process.html
note,"Note that the IOLoop used for signal handling need not be the
same one used by individual Subprocess objects (as long as the
IOLoops are each running in separate threads).",https://www.tornadoweb.org/en/stable/process.html
note,Release notes,https://www.tornadoweb.org/en/stable/auth.html
should,"The degree of customization required will vary, but in most cases
overriding the class attributes (which are named beginning with
underscores for historical reasons) should be sufficient.",https://www.tornadoweb.org/en/stable/auth.html
should,"This method should be called by the handler that receives the
redirect from the authenticate_redirect() method (which is
often the same as the one that calls it; in that case you would
call get_authenticated_user if the openid.",https://www.tornadoweb.org/en/stable/auth.html
must,"Subclasses must also override the _oauth_get_user_future and
_oauth_consumer_token methods.",https://www.tornadoweb.org/en/stable/auth.html
must,"For
some services, you must use a previously-registered callback
URI and cannot specify a callback via this method.",https://www.tornadoweb.org/en/stable/auth.html
must,"This method is asynchronous and must be called with await
or yield (This is different from other auth*_redirect
methods defined in this module).",https://www.tornadoweb.org/en/stable/auth.html
should,"finish for you so you should not write any
other response after it returns.",https://www.tornadoweb.org/en/stable/auth.html
should,"This method should be called from the handler for your
OAuth callback URL to complete the registration process.",https://www.tornadoweb.org/en/stable/auth.html
must,Subclasses must override this to return their OAuth consumer keys.,https://www.tornadoweb.org/en/stable/auth.html
should,The return value should be a dict with keys key and secret.,https://www.tornadoweb.org/en/stable/auth.html
must,"Subclasses must override this to get basic information about the
user.",https://www.tornadoweb.org/en/stable/auth.html
should,"Should be a coroutine whose result is a dictionary
containing information about the user, which may have been
retrieved by using access_token to make a request to the
service.",https://www.tornadoweb.org/en/stable/auth.html
should,"You
should call this method to log the user in, and then call
get_authenticated_user in the handler for your
redirect URL to complete the authorization process.",https://www.tornadoweb.org/en/stable/auth.html
should,"If the request is a POST, post_args should be provided.",https://www.tornadoweb.org/en/stable/auth.html
should,"Query
string arguments should be given as keyword arguments.",https://www.tornadoweb.org/en/stable/auth.html
must,"You must register the redirect_uri you plan to use with this class
on the Credentials page.",https://www.tornadoweb.org/en/stable/auth.html
must,"You must register the redirect_uri you plan to use with this class
on the Credentials page.",https://www.tornadoweb.org/en/stable/auth.html
should,"This field should
be used like int(user['session_expires']); in a future version of
Tornado it will change from a string to an integer.",https://www.tornadoweb.org/en/stable/auth.html
should,"This field should
be used like int(user['session_expires']); in a future version of
Tornado it will change from a string to an integer.",https://www.tornadoweb.org/en/stable/auth.html
should,"If the request is a POST, post_args should be provided.",https://www.tornadoweb.org/en/stable/auth.html
should,"Query
string arguments should be given as keyword arguments.",https://www.tornadoweb.org/en/stable/auth.html
only,"oauth2_request;
the only difference is that this method takes a relative path,
while oauth2_request takes a complete url.",https://www.tornadoweb.org/en/stable/auth.html
should,The path should not include the format or API version number.,https://www.tornadoweb.org/en/stable/auth.html
should,"If the request is a POST, post_args should be provided.",https://www.tornadoweb.org/en/stable/auth.html
should,"Query
string arguments should be given as keyword arguments.",https://www.tornadoweb.org/en/stable/auth.html
note,Release notes,https://www.tornadoweb.org/en/stable/caresresolver.html
only,"c-ares fails to resolve some names when family is AF_UNSPEC,
so it is only recommended for use in AF_INET (i.",https://www.tornadoweb.org/en/stable/caresresolver.html
note,Release notes,https://www.tornadoweb.org/en/stable/twisted.html
should,"Instead of using
direct integration between Tornado and Twisted, new applications should
rely on the integration with asyncio provided by both packages.",https://www.tornadoweb.org/en/stable/twisted.html
should,"1: This function is provided for backwards compatibility; code
that does not require compatibility with older versions of
Tornado should use
twisted.",https://www.tornadoweb.org/en/stable/twisted.html
only,"It is
recommended only when threads cannot be used, since it has
limitations compared to the standard getaddrinfo-based
Resolver and
DefaultExecutorResolver.",https://www.tornadoweb.org/en/stable/twisted.html
note,Release notes,https://www.tornadoweb.org/en/stable/asyncio.html
should,"0: While the code in this module is still used, it is now enabled
automatically when asyncio is available, so applications should
no longer need to refer to this module directly.",https://www.tornadoweb.org/en/stable/asyncio.html
note,Note,https://www.tornadoweb.org/en/stable/asyncio.html
only,"The default asyncio event loop policy only automatically creates
event loops in the main threads.",https://www.tornadoweb.org/en/stable/asyncio.html
must,"Other threads must create event
loops explicitly or asyncio.",https://www.tornadoweb.org/en/stable/asyncio.html
should,"This class is used automatically by Tornado; applications should not need
to refer to it directly.",https://www.tornadoweb.org/en/stable/asyncio.html
only,"It is safe to wrap any event loop with this class, although it only makes sense
for event loops that do not implement the add_reader family of methods
themselves (i.",https://www.tornadoweb.org/en/stable/asyncio.html
note,Release notes,https://www.tornadoweb.org/en/stable/autoreload.html
should,Most applications should not access this module directly.,https://www.tornadoweb.org/en/stable/autoreload.html
note,"Note that restarting is a destructive operation and any
requests in progress will be aborted when the process restarts.",https://www.tornadoweb.org/en/stable/autoreload.html
note,"Note that for open file and socket handles it is generally
preferable to set the FD_CLOEXEC flag (using fcntl or
os.",https://www.tornadoweb.org/en/stable/autoreload.html
note,Release notes,https://www.tornadoweb.org/en/stable/concurrent.html
only,"Future objects can only be created while there is a
current IOLoop",https://www.tornadoweb.org/en/stable/concurrent.html
only,"Future objects can only be created while there is a
current IOLoop",https://www.tornadoweb.org/en/stable/concurrent.html
only,Cancellation is now partially supported (only on Python 3),https://www.tornadoweb.org/en/stable/concurrent.html
only,Cancellation is now partially supported (only on Python 3),https://www.tornadoweb.org/en/stable/concurrent.html
should,"This decorator should not be confused with the similarly-named
IOLoop.",https://www.tornadoweb.org/en/stable/concurrent.html
should,"If
this logging is not desired, the caller should explicitly check
the state of the Future and call Future.",https://www.tornadoweb.org/en/stable/concurrent.html
note,Release notes,https://www.tornadoweb.org/en/stable/log.html
warning,"general: General-purpose logging, including any errors
or warnings from Tornado itself.",https://www.tornadoweb.org/en/stable/log.html
warning,"general: General-purpose logging, including any errors
or warnings from Tornado itself.",https://www.tornadoweb.org/en/stable/log.html
not support,"Color support on Windows versions that do not support ANSI color codes is
enabled by use of the colorama library.",https://www.tornadoweb.org/en/stable/log.html
must,"Applications that wish to use
this must first initialize colorama with a call to colorama.",https://www.tornadoweb.org/en/stable/log.html
only,"These options are present automatically on the default options instance;
this method is only necessary if you have created your own OptionParser.",https://www.tornadoweb.org/en/stable/log.html
note,Release notes,https://www.tornadoweb.org/en/stable/options.html
must,Options must be defined with tornado.,https://www.tornadoweb.org/en/stable/options.html
must,"However, all modules that define options
must have been imported before the command line is parsed.",https://www.tornadoweb.org/en/stable/options.html
note,Note,https://www.tornadoweb.org/en/stable/options.html
note,Note,https://www.tornadoweb.org/en/stable/options.html
note,Note,https://www.tornadoweb.org/en/stable/options.html
should,"parse_command_line or parse_config_file function should called after
logging configuration and user-defined command line flags using the
callback option definition, or these configurations will not take effect.",https://www.tornadoweb.org/en/stable/options.html
must,Command line option names must be unique globally.,https://www.tornadoweb.org/en/stable/options.html
note,"Note that args[0] is ignored since it is the program name
in sys.",https://www.tornadoweb.org/en/stable/options.html
note,Note,https://www.tornadoweb.org/en/stable/options.html
note,Release notes,https://www.tornadoweb.org/en/stable/testing.html
must,"The unittest framework is synchronous, so the test must be
complete by the time the test method returns.",https://www.tornadoweb.org/en/stable/testing.html
must,"This means that
asynchronous code cannot be used in quite the same way as usual
and must be adapted to fit.",https://www.tornadoweb.org/en/stable/testing.html
must,"The test method itself
must call self.",https://www.tornadoweb.org/en/stable/testing.html
should,"wait(), and asynchronous callbacks should call
self.",https://www.tornadoweb.org/en/stable/testing.html
should,"If the code being tested requires a
reused global IOLoop, subclasses should override get_new_ioloop to return it,
although this is deprecated as of Tornado 6.",https://www.tornadoweb.org/en/stable/testing.html
should,"The IOLoop’s start and stop methods should not be
called directly.",https://www.tornadoweb.org/en/stable/testing.html
must,"Subclasses must override get_app(), which returns the
tornado.",https://www.tornadoweb.org/en/stable/testing.html
should,"Should be overridden by subclasses to return a
tornado.",https://www.tornadoweb.org/en/stable/testing.html
only,"HTTPError will be
passed through, and raise_error=False will only
suppress errors that would be raised due to non-200
response codes.",https://www.tornadoweb.org/en/stable/testing.html
should,"@gen_test should be applied to test methods
on subclasses of AsyncTestCase.",https://www.tornadoweb.org/en/stable/testing.html
note,Note that @gen_test is incompatible with AsyncTestCase.,https://www.tornadoweb.org/en/stable/testing.html
only,"If this parameter is provided, only log messages
at this level will be considered to match.",https://www.tornadoweb.org/en/stable/testing.html
only,"If this parameter is provided, only log messages
at this level will be considered to match.",https://www.tornadoweb.org/en/stable/testing.html
warning,"0, only WARNING and higher logging levels will be
matched by default.",https://www.tornadoweb.org/en/stable/testing.html
only,"0, only WARNING and higher logging levels will be
matched by default.",https://www.tornadoweb.org/en/stable/testing.html
must,"To match INFO and lower levels, the level
argument must be used.",https://www.tornadoweb.org/en/stable/testing.html
should,"This script should define a method
all() which returns a test suite and then call
tornado.",https://www.tornadoweb.org/en/stable/testing.html
only,"0: This function produces no output of its own; only that produced
by the unittest module (previously it would add a PASS or FAIL
log message).",https://www.tornadoweb.org/en/stable/testing.html
note,Release notes,https://www.tornadoweb.org/en/stable/util.html
must,"Some data may be buffered for later processing; flush must
be called when there is no more input data to ensure that
all data was processed.",https://www.tornadoweb.org/en/stable/util.html
must,"If max_length is given, some input data may be left over
in unconsumed_tail; you must retrieve this value and pass
it back to a future call to decompress if it is not empty.",https://www.tornadoweb.org/en/stable/util.html
must,"Configurable subclasses must define the class methods
configurable_base and configurable_default, and use the instance
method initialize instead of __init__.",https://www.tornadoweb.org/en/stable/util.html
should,Configurable classes should use initialize instead of __init__.,https://www.tornadoweb.org/en/stable/util.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
warning,"12 but may log
deprecation warnings.",https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
warning,"12 but may log
deprecation warnings.",https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
warning,"This
prevents premature garbage collection which could cause warnings like “Task was destroyed but it
is pending!",https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
warning,"This
prevents premature garbage collection which could cause warnings like “Task was destroyed but it
is pending!",https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
warning,Unclosed client connections now reliably log a warning.,https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
warning,"Previously the warning was dependent on
garbage collection and whether the ping_interval option was used.",https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
warning,Unclosed client connections now reliably log a warning.,https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
warning,"Previously the warning was dependent on
garbage collection and whether the ping_interval option was used.",https://www.tornadoweb.org/en/stable/releases/v6.4.0.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.3.3.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.3.3.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.3.2.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.3.2.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.3.1.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.3.1.html
only,"0 only lowercase
arguments will be accepted.",https://www.tornadoweb.org/en/stable/releases/v6.3.1.html
only,"0 only lowercase
arguments will be accepted.",https://www.tornadoweb.org/en/stable/releases/v6.3.1.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
note,"Note that this feature
currently only works when HTTPS is used.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
only,"Note that this feature
currently only works when HTTPS is used.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
note,"Note that this feature
currently only works when HTTPS is used.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
only,"Note that this feature
currently only works when HTTPS is used.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
warning,"To avoid spurious deprecation warnings, users of Python 3.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
should,"10 should upgrade
to at least version 3.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
should,"11 should upgrade to at least
version 3.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
warning,"To avoid spurious deprecation warnings, users of Python 3.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
should,"10 should upgrade
to at least version 3.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
should,"11 should upgrade to at least
version 3.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
warning,"ExpectLog will match WARNING
and above regardless of the current logging configuration, unless the
level argument is used.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
warning,"ExpectLog will match WARNING
and above regardless of the current logging configuration, unless the
level argument is used.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
should,"clear_cookie should be used on individual
cookies.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
should,"clear_cookie should be used on individual
cookies.",https://www.tornadoweb.org/en/stable/releases/v6.3.0.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.2.0.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.2.0.html
warning,"get_event_loop may
now raise DeprecationWarning if no event loop is running.",https://www.tornadoweb.org/en/stable/releases/v6.2.0.html
warning,"get_event_loop may
now raise DeprecationWarning if no event loop is running.",https://www.tornadoweb.org/en/stable/releases/v6.2.0.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.1.0.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.1.0.html
only,"AnyThreadEventLoopPolicy now also configures a selector event loop for
these threads (the proactor event loop only works on the main thread)",https://www.tornadoweb.org/en/stable/releases/v6.1.0.html
only,"AnyThreadEventLoopPolicy now also configures a selector event loop for
these threads (the proactor event loop only works on the main thread)",https://www.tornadoweb.org/en/stable/releases/v6.1.0.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.4.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.0.4.html
note,"Note that it is
still necessary to use
asyncio.",https://www.tornadoweb.org/en/stable/releases/v6.0.4.html
note,"Note that it is
still necessary to use
asyncio.",https://www.tornadoweb.org/en/stable/releases/v6.0.4.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.3.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.0.3.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.2.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.0.2.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.1.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.0.1.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
warning,"All removed APIs emitted
DeprecationWarning when used in Tornado 5.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
warning,"1, so running your
application with the -Wd Python command-line flag or the
environment variable PYTHONWARNINGS=d should tell you whether
your application is ready to move to Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
should,"1, so running your
application with the -Wd Python command-line flag or the
environment variable PYTHONWARNINGS=d should tell you whether
your application is ready to move to Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
warning,"All removed APIs emitted
DeprecationWarning when used in Tornado 5.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
warning,"1, so running your
application with the -Wd Python command-line flag or the
environment variable PYTHONWARNINGS=d should tell you whether
your application is ready to move to Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
should,"1, so running your
application with the -Wd Python command-line flag or the
environment variable PYTHONWARNINGS=d should tell you whether
your application is ready to move to Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
note,"get is now a coroutine and must be called
accordingly in any subclasses that override this method (but note
that overriding get is not recommended; either prepare or
open should be used instead).",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
must,"get is now a coroutine and must be called
accordingly in any subclasses that override this method (but note
that overriding get is not recommended; either prepare or
open should be used instead).",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
should,"get is now a coroutine and must be called
accordingly in any subclasses that override this method (but note
that overriding get is not recommended; either prepare or
open should be used instead).",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
note,"get is now a coroutine and must be called
accordingly in any subclasses that override this method (but note
that overriding get is not recommended; either prepare or
open should be used instead).",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
must,"get is now a coroutine and must be called
accordingly in any subclasses that override this method (but note
that overriding get is not recommended; either prepare or
open should be used instead).",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
should,"get is now a coroutine and must be called
accordingly in any subclasses that override this method (but note
that overriding get is not recommended; either prepare or
open should be used instead).",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
only,"Now only
suppresses the errors raised due to completed responses with non-200
status codes (previously it suppressed all errors).",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
only,"Now only
suppresses the errors raised due to completed responses with non-200
status codes (previously it suppressed all errors).",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
warning,"Unrecognized Content-Encoding values now log warnings only for
content types that we would otherwise attempt to parse.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
only,"Unrecognized Content-Encoding values now log warnings only for
content types that we would otherwise attempt to parse.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
warning,"Unrecognized Content-Encoding values now log warnings only for
content types that we would otherwise attempt to parse.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
only,"Unrecognized Content-Encoding values now log warnings only for
content types that we would otherwise attempt to parse.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
warning,"AsyncTestCase now cancels all pending coroutines in tearDown,
in an effort to reduce warnings from the python runtime about
coroutines that were not awaited.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
note,"Note that this may cause
asyncio.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
warning,"AsyncTestCase now cancels all pending coroutines in tearDown,
in an effort to reduce warnings from the python runtime about
coroutines that were not awaited.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
note,"Note that this may cause
asyncio.",https://www.tornadoweb.org/en/stable/releases/v6.0.0.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.1.1.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v5.1.1.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
should,"All functions that had a callback argument
removed now return a Future which should be used instead.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
should,"All functions that had a callback argument
removed now return a Future which should be used instead.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
warning,"Where possible, deprecation warnings are emitted when any of these
deprecated interfaces is used.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
warning,"However, Python does not display
deprecation warnings by default.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
warning,"0, run Python with the -Wd argument or set the
environment variable PYTHONWARNINGS to d.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
warning,"If your
application runs on Python 3 without deprecation warnings, it should
be able to move to Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
should,"If your
application runs on Python 3 without deprecation warnings, it should
be able to move to Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
warning,"Where possible, deprecation warnings are emitted when any of these
deprecated interfaces is used.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
warning,"However, Python does not display
deprecation warnings by default.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
warning,"0, run Python with the -Wd argument or set the
environment variable PYTHONWARNINGS to d.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
warning,"If your
application runs on Python 3 without deprecation warnings, it should
be able to move to Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
should,"If your
application runs on Python 3 without deprecation warnings, it should
be able to move to Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
only,"0 it will only suppress the errors
raised due to completed responses with non-200 status codes.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
only,"0 it will only suppress the errors
raised due to completed responses with non-200 status codes.",https://www.tornadoweb.org/en/stable/releases/v5.1.0.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.0.2.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v5.0.2.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.0.1.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v5.0.1.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
note,Backwards-compatibility notes¶,https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
only,"This results in a number of minor
behavioral changes:


Future objects can only be created while there is a current
IOLoop
The timing of callbacks scheduled with
Future.",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
only,"Future objects can only be created while there is a current
IOLoop",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
only,"Future objects can only be created while there is a current
IOLoop",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
should,"instance should use their own global variable
instead.",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
should,"instance should use their own global variable
instead.",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
note,Other notes¶,https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
note,"See “Backwards-compatibility notes” for
more.",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
note,"See “Backwards-compatibility notes” for
more.",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
only,"If more than one X-Scheme or X-Forwarded-Proto header is
present, only the last is used.",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
only,"If more than one X-Scheme or X-Forwarded-Proto header is
present, only the last is used.",https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
not support,Future does not support await).,https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
not support,Future does not support await).,https://www.tornadoweb.org/en/stable/releases/v5.0.0.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v4.5.3.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v4.5.3.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v4.5.2.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v4.5.2.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v4.5.1.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v4.5.1.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v4.5.0.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v4.5.0.html
warning,Backwards-compatibility warning¶,https://www.tornadoweb.org/en/stable/releases/v4.5.0.html
should,"The session_expires field is currently a string; it should be accessed
as int(user['session_expires']) because it will change from a string to
an int in Tornado 5.",https://www.tornadoweb.org/en/stable/releases/v4.5.0.html
should,"The session_expires field is currently a string; it should be accessed
as int(user['session_expires']) because it will change from a string to
an int in Tornado 5.",https://www.tornadoweb.org/en/stable/releases/v4.5.0.html
warning,Subprocess no longer causes “subprocess still running” warnings on Python 3.,https://www.tornadoweb.org/en/stable/releases/v4.5.0.html
warning,Subprocess no longer causes “subprocess still running” warnings on Python 3.,https://www.tornadoweb.org/en/stable/releases/v4.5.0.html
note,"Release notes
What’s new in Tornado 6.",https://www.tornadoweb.org/en/stable/releases/v4.4.3.html
note,Release notes,https://www.tornadoweb.org/en/stable/releases/v4.4.3.html
